,k8s-master,k8s-node01,k8s-node02
5300,"62.52657435263158,49.3935209457214","38.57782330526316,18.931988954758868","43.510959257894726,30.550161138610566"
5310,"63.816547773684206,45.3371792392722","39.6594146368421,18.931732591422456","42.731909642105265,34.9925015107484"
5320,"69.6556705105263,45.41346519013329","38.88869676842105,18.9316840902507","43.44000797368421,35.434090851180756"
5330,"69.6556705105263,45.41346519013329","38.88869676842105,18.9316840902507","43.44000797368421,35.434090851180756"
5340,"72.34266586842107,47.38704566282232","40.161371252631575,18.93263332746931","42.7567675631579,35.43265799731502"
5350,"72.71128952631578,49.43575634103733","39.78570924736842,18.93409529136074","42.61137805263158,35.43333387177999"
5360,"72.71128952631578,49.43575634103733","39.78570924736842,18.93409529136074","42.61137805263158,35.43333387177999"
5370,"75.43207197894736,52.18144228501802","39.9442099368421,18.934109148838388","42.87773686842106,35.42769707874215"
5380,"82.0691940736842,54.19754877904292","32.15882006842105,18.623272067807964","42.73536739473684,35.42933945369202"
5390,"82.0691940736842,54.19754877904292","32.15882006842105,18.623272067807964","42.73536739473684,35.42933945369202"
5400,"83.26403423684211,49.99245386159862","19.623511257894734,18.626833439562446","42.616770768421055,35.42887310031119"
5410,"83.84964624210527,49.99242682662002","20.12096395263158,18.626784938390692","43.450709273684204,35.45892247902373"
5420,"83.84964624210527,49.99242682662002","20.12096395263158,18.626784938390692","43.450709273684204,35.45892247902373"
5430,"82.67430286842104,49.99456258992932","20.069829826315793,18.62702744424946","43.337528752631584,36.763752203604206"
5440,"75.67705404736842,49.995434467989135","19.515490347368424,18.626376142800197","46.96602555789474,40.8191679620364"
5450,"75.67705404736842,49.995434467989135","19.515490347368424,18.626376142800197","46.96602555789474,40.8191679620364"
5460,"82.31360711052632,49.99649559089914","20.482478673684213,18.626223710546114","52.05790483157895,40.93421531346348"
5470,"83.8335347,50.02513239197989","19.848024647368423,18.62708980289886","52.938486521052624,40.936939087557306"
5480,"83.8335347,50.02513239197989","19.848024647368423,18.62708980289886","52.938486521052624,40.936939087557306"
5490,"76.5363442368421,50.446384669761315","20.248188084210526,18.627131375331793","52.7328695368421,40.959276738624546"
5500,"76.1594262631579,54.72856306993537","19.836091863157897,18.62744316857878","52.98337479473683,40.96967844664042"
5510,"76.1594262631579,54.72856306993537","19.836091863157897,18.62744316857878","52.98337479473683,40.96967844664042"
5520,"73.42175914210526,54.73067179826607","19.36781327894737,18.6271660190259","50.008998210526315,40.96623148686908"
5530,"80.68441131052631,54.83543234033632","21.7774977368421,14.234844475103344","53.43822463684211,40.95075396162128"
5540,"80.68441131052631,54.83543234033632","21.7774977368421,14.234844475103344","53.43822463684211,40.95075396162128"
5550,"74.07083781052631,50.54720486370079","19.84587957894737,14.235724424933732","52.32486928947369,40.95625557976613"
5560,"72.86780256842106,50.519352076999404","21.266564184210527,14.233119219136677","52.62937068947368,40.94811129246325"
5570,"72.86780256842106,50.519352076999404","21.266564184210527,14.233119219136677","52.62937068947368,40.94811129246325"
5580,"63.25403606842105,50.41371965686935","23.910886515789475,19.78118211351616","52.33090640526316,40.948780408183566"
5590,"58.7583934894737,50.44476257104539","27.702721310526318,19.78075946044802","51.51400887894738,40.935627891095265"
5600,"58.7583934894737,50.44476257104539","27.702721310526318,19.78075946044802","51.51400887894738,40.935627891095265"
5610,"66.13472406842106,56.0201794487257","30.145775336842107,19.78170869766663","52.30122507894737,40.93666873777132"
5620,"62.9200704,57.21353043905413","30.61779635789474,19.78248471641469","51.792731284210525,40.93737164721489"
5630,"62.9200704,57.21353043905413","30.61779635789474,19.78248471641469","51.792731284210525,40.93737164721489"
5640,"62.94789934210526,51.22236290173725","29.7703083368421,19.786274736550297","53.132722952631575,40.937195919854"
5650,"71.9780008368421,51.365486078439154","30.507789394736843,19.792621461311203","52.70031111578947,40.941548551408395"
5660,"71.9780008368421,51.365486078439154","30.507789394736843,19.792621461311203","52.70031111578947,40.941548551408395"
5670,"65.06426428947367,54.651026751314085","29.006691552631576,19.792766964826466","52.533495768421055,40.94060232715744"
5680,"64.8090086631579,54.85241706564099","29.46983486842105,19.792704606177068","52.648817531578956,40.94096729936852"
5690,"64.8090086631579,54.85241706564099","29.46983486842105,19.792704606177068","52.648817531578956,40.94096729936852"
5700,"72.91024553684211,54.85093014181806","30.204322542105263,19.79096549273276","52.9064044368421,40.940467152264446"
5710,"72.85830501578947,54.853809367038835","31.0891346631579,19.794228928717896","52.74747601578947,40.96874573987876"
5720,"72.85830501578947,54.853809367038835","31.0891346631579,19.794228928717896","52.74747601578947,40.96874573987876"
5730,"73.25779104736841,54.85537739579756","22.849977484210523,19.655120639389562","59.685608610526316,41.13811312205543"
5740,"72.56958254736843,54.85301859391482","20.105085631578945,19.656270810034005","63.42796693684211,41.87744544054072"
5750,"72.56958254736843,54.85301859391482","20.105085631578945,19.656270810034005","63.42796693684211,41.87744544054072"
5760,"73.5430496,54.85157222255978","14.898131757894737,19.519206498658146","54.224299668421054,35.822779497239964"
5770,"72.71320404210526,54.84980819020621","10.923370052631578,19.538288245373803","52.61723964210526,38.10005740201831"
5780,"72.71320404210526,54.84980819020621","10.923370052631578,19.538288245373803","52.61723964210526,38.10005740201831"
5790,"72.25065289473685,54.850044746268956","12.838018736842105,19.67556041891432","48.40316795789474,38.19668717427498"
5800,"68.33564369473683,54.851403253943545","20.962513489473686,19.741729874663964","52.748152999999995,38.1971535276558"
5810,"72.21783148947368,54.85130863151844","20.438923136842106,24.564811111147293","52.52557485789474,38.19850527658574"
5820,"72.21783148947368,54.85130863151844","20.438923136842106,24.564811111147293","52.52557485789474,38.19850527658574"
5830,"72.57969532105263,54.85318080378641","20.287316036842103,24.565836564492944","53.252883136842115,27.873373837588854"
5840,"72.70532414736842,54.8533835661259","20.544559910526317,24.56550398502949","58.003014573684204,27.911182255159236"
5850,"72.70532414736842,54.8533835661259","20.544559910526317,24.56550398502949","58.003014573684204,27.911182255159236"
5860,"71.84590759473684,54.84887548344456","19.285186357894734,24.566633369457467","52.78660326842105,27.87475262149739"
5870,"73.59853438947368,54.8489903821036","20.500176094736844,24.567007521353855","53.70609095263158,27.87540146098376"
5880,"73.59853438947368,54.8489903821036","20.500176094736844,24.567007521353855","53.70609095263158,27.87540146098376"
5890,"71.58795702631579,54.84521224384442","20.254437836842104,24.592921004547954","53.420326068421055,32.09724454767"
5900,"74.06044755789473,54.84525955505697","23.410289826315786,24.708901163688616","52.9765865736842,33.11066423793431"
5910,"74.06044755789473,54.84525955505697","23.410289826315786,24.708901163688616","52.9765865736842,33.11066423793431"
5920,"72.3584793,44.215802120718344","30.774209147368424,24.799328134053912","53.336333889473686,33.111096797591884"
5930,"72.32852143157895,44.21725525081803","30.888242247368417,24.798545186567033","52.559939021052635,33.11562515650718"
5940,"72.32852143157895,44.21725525081803","30.888242247368417,24.798545186567033","52.559939021052635,33.11562515650718"
5950,"73.69744754736843,44.244655201627886","29.814121331578953,26.778238300252877","53.510285357894745,33.11168480837641"
5960,"0.0,44.24481065275483","31.174406242105263,28.505496672438536","52.38080906842106,33.110657479189655"
5970,"0.0,44.24481065275483","31.174406242105263,28.505496672438536","52.38080906842106,33.110657479189655"
5980,"72.07272487894735,48.08164185047129","30.96420172631579,28.662294031979318","52.512243215789475,33.11136714737788"
5990,"66.2646329631579,49.39183801830362","31.51845338947368,28.662037668642906","52.83223651578947,33.10949497510991"
6000,"66.2646329631579,49.39183801830362","31.51845338947368,28.662037668642906","52.83223651578947,33.10949497510991"
6010,"72.43668821052633,49.39145952860324","30.503475294736837,28.65722912390047","53.22762292631579,33.13648940124079"
6020,"71.44056807894738,49.391932640728726","31.758876557894737,28.657326126243976","56.06379973157893,38.46759793606863"
6030,"71.44056807894738,49.391932640728726","31.758876557894737,28.657326126243976","56.06379973157893,38.46759793606863"
6040,"71.95869004210526,49.20715532075076","30.120621600000003,28.657845781655624","62.14640224210527,38.66953570871216"
6050,"63.90527735263158,49.169346903180376","31.737254194736842,28.658067501297925","63.84914597894737,38.66594681530318"
6060,"63.90527735263158,49.169346903180376","31.737254194736842,28.658067501297925","63.84914597894737,38.66594681530318"
6070,"63.04426679473684,49.16874537490655","30.93853872105263,28.65602352334545","61.546493563157895,39.67011378414205"
6080,"62.41345138421053,49.1687791686298","31.147477689473682,28.655864162352547","71.84927852105263,43.541144229785964"
6090,"62.41345138421053,49.1687791686298","31.147477689473682,28.655864162352547","71.84927852105263,43.541144229785964"
6100,"62.62873194210527,49.1698808440077","31.1518245,28.65893359365067","0.0,43.989073272699734"
6110,"63.160929989473686,49.17058375345127","30.92660613157895,28.658420866977846","74.32353950526316,43.98781614619489"
6120,"63.160929989473686,49.17058375345127","30.92660613157895,28.658420866977846","74.32353950526316,43.98781614619489"
6130,"63.112375300000004,49.16673126900094","31.828581536842105,29.658764463136027","73.3097290263158,43.98851229689381"
6140,"62.46970318421052,49.166825891426036","40.01176644210526,33.12379210430024","73.20611908421053,43.988066219746926"
6150,"62.46970318421052,49.166825891426036","40.01176644210526,33.12379210430024","73.20611908421053,43.988066219746926"
6160,"62.895703089473685,49.165818838473236","41.74235321052632,33.122697363566374","74.04471332631579,43.98980997586655"
6170,"63.83338437368422,49.16595401336623","41.18079223684211,33.12274586473813","73.98079661052633,43.9898032171219"
6180,"63.83338437368422,49.16595401336623","41.18079223684211,33.12274586473813","73.98079661052633,43.9898032171219"
6190,"63.58473118421053,49.188758017814294","42.298735642105264,33.12364660078499","73.5477837736842,43.98392310927667"
6200,"64.6575204263158,55.686851680092126","41.50719082631579,28.504817656033985","73.27855754736842,43.99024929426878"
6210,"64.6575204263158,55.686851680092126","41.50719082631579,28.504817656033985","73.27855754736842,43.99024929426878"
6220,"50.83519101578947,55.66963715746935","41.73181092631579,28.50575996451377","70.05321537894737,43.878574556421896"
6230,"62.986302605263155,55.751884321111476","41.63349236842105,28.506231118753664","64.13604437894737,43.876432034367944"
6240,"62.986302605263155,55.751884321111476","41.63349236842105,28.506231118753664","64.13604437894737,43.876432034367944"
6250,"63.110642968421054,50.42105965355891","42.08572024210527,28.507471363002793","62.89895931052631,43.8774188110868"
6260,"63.255059721052625,50.42339142046306","41.521569015789474,28.508247381750852","57.63203906842106,43.877013286407816"
6270,"63.255059721052625,50.42339142046306","41.521569015789474,28.508247381750852","57.63203906842106,43.877013286407816"
6280,"70.27447652105263,52.42817025845507","40.125908863157896,28.503182473672005","62.6652393,43.878223101700115"
6290,"73.07172488421052,53.08985811840469","41.807146757894735,28.503563554307213","62.946325489473686,43.87631037696425"
6300,"73.07172488421052,53.08985811840469","41.807146757894735,28.503563554307213","62.946325489473686,43.87631037696425"
6310,"73.86748416842106,53.91831800258549","41.62819072631579,28.504699867474013","61.08962989473684,43.801072031523866"
6320,"73.55299748947368,54.419965547975025","41.41600103157895,28.502191664020465","51.61728846842106,43.80015284225151"
6330,"73.55299748947368,54.419965547975025","41.41600103157895,28.502191664020465","51.61728846842106,43.80015284225151"
6340,"73.56639915263158,55.158872065547385","41.75211049473684,22.55417424988261","52.916394594736836,43.79963917765813"
6350,"73.64618239473684,55.78193369982401","41.3540555631579,22.554610760428393","52.950311557894736,43.79876054085367"
6360,"73.64618239473684,55.78193369982401","41.3540555631579,22.554610760428393","52.950311557894736,43.79876054085367"
6370,"72.97111758947369,55.79188933069301","41.82920518421053,22.555837147199878","60.024390310526314,45.80446532686269"
6380,"67.39262486315789,59.77102589700876","42.12139898421053,22.555282848094123","63.40785090526316,46.4807723514896"
6390,"63.517076257894736,59.97403155130695","41.35644128421052,22.555192774489438","62.702644805263155,47.92060124170305"
6400,"63.517076257894736,59.97403155130695","41.35644128421052,22.555192774489438","62.702644805263155,47.92060124170305"
6410,"57.08810645263158,59.97343678177778","42.1518342368421,22.55332201500751","63.227226547368424,48.60539049086532"
6420,"69.85960041578947,59.972963669652295","41.188719299999995,22.554783978898943","65.89694589473685,50.82596928677739"
6430,"69.85960041578947,59.972963669652295","41.188719299999995,22.554783978898943","65.89694589473685,50.82596928677739"
6440,"63.68884525263157,59.97276766605746","42.06992785263159,22.5538555278968","70.49475970526316,53.296648669706705"
6450,"63.081304121052625,54.559587694948384","41.55882097894737,22.55336358744044","73.27384227894737,54.87765421816295"
6460,"63.081304121052625,54.559587694948384","41.55882097894737,22.55336358744044","73.27384227894737,54.87765421816295"
6470,"62.680258289473684,54.55995266715947","41.98662997368421,22.553938672762662","72.98802653157895,54.877140553569575"
6480,"62.67600516842105,48.48603781909639","41.48031175789473,22.55395945897913","70.67431323684211,46.293068495078316"
6490,"62.67600516842105,48.48603781909639","41.48031175789473,22.55395945897913","70.67431323684211,46.293068495078316"
6500,"60.430052421052636,48.346408913378376","42.34362925789474,22.554382112047268","67.90012834210528,42.739577390566296"
6510,"52.86126187894737,48.346672504419715","41.46277615789474,22.554971054847133","65.07918263157893,42.90422716897747"
6520,"52.86126187894737,48.346672504419715","41.46277615789474,22.554971054847133","65.07918263157893,42.90422716897747"
6530,"53.612926010526316,48.346341325931874","41.21905317368421,22.555282848094123","71.86649984210527,36.514408595987724"
6540,"53.40863065263158,48.34607097614589","42.43281653157895,17.75791416137906","69.83622684210525,36.51473301573091"
6550,"53.40863065263158,48.34607097614589","42.43281653157895,17.75791416137906","69.83622684210525,36.51473301573091"
6560,"52.31464596842105,48.29048706014681","42.18059318947369,17.757158928847463","73.1241140263158,36.51337450805632"
6570,"43.23392551052632,48.24489932748463","41.803824589473685,17.755101093417345","70.94013584210528,36.50917732762886"
6580,"43.23392551052632,48.24489932748463","41.803824589473685,17.755101093417345","70.94013584210528,36.50917732762886"
6590,"43.08241069473684,48.24503450237763","44.33486318421053,23.882676774126093","70.31338395789474,36.51033983170861"
6600,"43.39615765263157,43.60402083126206","46.16291116842105,24.048280560709575","70.77354573157893,36.45274856854857"
6610,"43.39615765263157,43.60402083126206","46.16291116842105,24.048280560709575","70.77354573157893,36.45274856854857"
6620,"41.147217942105264,43.6040951774532","52.59230562105263,24.048453779180125","61.453119099999995,36.4092425292385"
6630,"43.48999405789474,43.60068877014976","52.791774126315794,24.047365967185076","60.12128847368422,37.97904207906555"
6640,"43.48999405789474,43.60068877014976","52.791774126315794,24.047365967185076","60.12128847368422,37.97904207906555"
6650,"42.921442842105265,43.60270963480002","52.90212093157895,24.04833599062015","61.76002661578948,39.619206919440565"
6660,"43.1291257368421,43.60287184467161","52.27091907368421,24.047899480074367","63.917539526315785,42.465199392767346"
6670,"43.1291257368421,43.60287184467161","52.27091907368421,24.047899480074367","63.917539526315785,42.465199392767346"
6680,"43.18646861052631,43.60373020524212","53.413024389473684,24.04726896484157","68.61324555789473,43.35372424064997"
6690,"42.65079520526316,43.604324974771295","52.9013750631579,24.04968016595161","58.292129157894735,44.28149711871336"
6700,"42.65079520526316,43.604324974771295","52.9013750631579,24.04968016595161","58.292129157894735,44.28149711871336"
6710,"43.04688305263158,43.6030610895218","51.986254036842105,24.048703213777713","62.29072347894736,45.35946957912689"
6720,"43.068099184210524,43.603419302988236","48.72773480526316,23.84035603740161","51.61301867368421,48.42864255953119"
6730,"43.068099184210524,43.603419302988236","48.72773480526316,23.84035603740161","51.61301867368421,48.42864255953119"
6740,"43.50429082105263,43.628629420531595","42.02940412631579,23.840044244154623","51.90088584736842,49.29050415977078"
6750,"42.987013747368415,43.62892680529618","41.419706152631576,23.838907930987823","51.241457947368424,43.93542911641512"
6760,"42.987013747368415,43.62892680529618","41.419706152631576,23.838907930987823","51.241457947368424,43.93542911641512"
6770,"43.01053782631579,43.626426069775796","42.541065510526316,23.838748569994916","49.843756621052634,43.93396246882614"
6780,"47.302096605263166,45.579946588344534","42.09255284210526,23.836365083840164","50.966932352631574,43.934787035673395"
6790,"47.302096605263166,45.579946588344534","42.09255284210526,23.836365083840164","50.966932352631574,43.934787035673395"
6800,"54.43174891578948,45.29073314603951","42.24257152631579,23.835741497346188","50.44409648947369,43.93559808503136"
6810,"43.3682836631579,45.088971100756865","41.73066587368421,19.95022948329415","43.479302794736846,43.734593019149486"
6820,"43.3682836631579,45.088971100756865","41.73066587368421,19.95022948329415","43.479302794736846,43.734593019149486"
6830,"50.334370394736844,45.292970290518554","41.36178807368421,19.95036112933177","42.57564571578947,43.73317368277305"
6840,"52.47788882105263,45.29223358735174","42.23699047368421,19.94925945985908","42.86748746315789,48.169566359619154"
6850,"52.47788882105263,45.29223358735174","42.23699047368421,19.94925945985908","42.86748746315789,48.169566359619154"
6860,"50.53720453157895,45.285414014000196","41.53480531052631,19.950804568616373","45.660879836842106,48.30556581946028"
6870,"52.54841623684211,45.28528559785185","41.53266807894737,19.950700637534045","50.371996815789466,48.34677388558946"
6880,"52.54841623684211,45.28528559785185","41.53266807894737,19.950700637534045","50.371996815789466,48.34677388558946"
6890,"51.45800047368421,40.253650279707266","41.71986012105263,19.950818426094017","52.198301057894724,48.3458546963171"
6900,"42.61020971052632,40.24578310093502","42.65622613157895,19.975796529547157","50.29631662105263,48.34626697974073"
6910,"42.61020971052632,40.24578310093502","42.65622613157895,19.975796529547157","50.29631662105263,48.34626697974073"
6920,"41.9262673,29.3045109821828","44.83254668421052,20.63092264264039","50.41631012105263,48.34625346225143"
6930,"42.542292668421055,29.29681953077145","40.22862319473684,23.52949817015472","51.16844767368421,42.44951910518006"
6940,"42.542292668421055,29.29681953077145","40.22862319473684,23.52949817015472","51.16844767368421,42.44951910518006"
6950,"41.94946090526316,29.30005696945865","41.416446842105266,23.95939177036275","52.34487254736842,42.44987731864649"
6960,"43.137667626315796,29.302172456534006","42.35697864210526,23.96002921433437","50.065746884210526,42.45033691328267"
6970,"43.137667626315796,29.302172456534006","42.35697864210526,23.96002921433437","50.065746884210526,42.45033691328267"
6980,"41.51870217894737,29.301712861897826","42.07699792105264,23.959765922259134","49.915164178947364,48.277152056952964"
6990,"42.31674651052632,29.302686121127383","41.23643816842106,18.576101213908114","56.29526808947369,48.425749816821124"
7000,"42.31674651052632,29.302686121127383","41.23643816842106,18.576101213908114","56.29526808947369,48.425749816821124"
7010,"41.751166557894734,29.3078024908272","42.627709626315784,18.576302147333948","61.633839357894736,48.445492109942876"
7020,"41.156800068421056,29.30807959935784","42.411674826315796,18.608735573759507","61.49121469473683,43.62867673174414"
7030,"41.156800068421056,29.30807959935784","42.411674826315796,18.608735573759507","61.49121469473683,43.62867673174414"
7040,"41.61731857894737,29.309262379671534","42.25003652631579,18.608222847086683","61.25990360526317,43.62802789225777"
7050,"40.573510178947366,29.309262379671534","44.514798905263156,24.724691759463845","61.38758084736842,43.63029883046007"
7060,"40.573510178947366,29.309262379671534","44.514798905263156,24.724691759463845","61.38758084736842,43.63029883046007"
7070,"42.42501186842106,29.30983687296676","47.45029193157895,24.82103587278309","57.52837372105264,43.47050858945202"
7080,"41.50452130526316,29.309911219157904","46.22113416842105,24.658335227766006","51.01865648947368,43.4676090879973"
7090,"41.50452130526316,29.309911219157904","46.22113416842105,24.658335227766006","51.01865648947368,43.4676090879973"
7100,"42.34503741052632,29.309411072053827","41.60389584736842,24.659866479045657","50.90674202105263,43.49386681096136"
7110,"43.07754644736843,29.309512453223572","32.00627621578947,24.472825174547058","52.66570665789474,45.8615767191526"
7120,"42.12733136315789,29.31089123713211","29.858798689473684,24.473136967794044","58.31674365789474,48.16581525633857"
7130,"42.12733136315789,29.31089123713211","29.858798689473684,24.473136967794044","58.31674365789474,48.16581525633857"
7140,"35.230629136842104,29.178129215978185","30.322513668421056,24.590121794063887","60.18738885789474,48.16877558649514"
7150,"31.320072168421056,29.177500652725765","41.237187184210526,24.709275315585","62.07960701052631,48.16442971368539"
7160,"31.320072168421056,29.177500652725765","41.237187184210526,24.709275315585","62.07960701052631,48.16442971368539"
7170,"31.521620473684205,29.17759527515086","41.24962067368421,27.693372266378688","61.95098456842104,42.95978404999795"
7180,"30.611589426315795,29.178534740657167","41.75387982631579,30.361130717517327","60.73128319999999,42.95361331613278"
7190,"30.611589426315795,29.178534740657167","41.75387982631579,30.361130717517327","60.73128319999999,42.95361331613278"
7200,"32.05726273684211,29.178784814209205","32.35196251052632,31.40993391299624","62.1251530631579,42.95293744166781"
7210,"30.67852253157895,29.177433065279267","28.820096642105263,31.41003091533975","61.71394364736842,42.983412621293276"
7220,"30.67852253157895,29.177433065279267","28.820096642105263,31.41003091533975","61.71394364736842,42.983412621293276"
7230,"31.640923984210527,29.177500652725765","28.169048757894743,31.423181661623815","57.26422544736842,42.983703247313215"
7240,"30.597966300000003,29.178095422254938","29.82129356842105,31.423645887124884","69.64450654210526,43.13691722977711"
7250,"30.597966300000003,29.178095422254938","29.82129356842105,31.423645887124884","69.64450654210526,43.13691722977711"
7260,"31.514922015789473,29.176115110072576","29.516288421052632,31.424096255148314","72.69546227894737,44.184421269309816"
7270,"31.27700813157895,29.17781155497965","30.616607899999998,31.427151828968793","81.44855288421053,47.267436158756695"
7280,"31.27700813157895,29.17781155497965","30.616607899999998,31.427151828968793","81.44855288421053,47.267436158756695"
7290,"30.95102316842105,29.178582051869714","28.94996317368421,31.428655365293157","82.81164939473683,48.61137873862495"
7300,"30.88454543684211,29.17917006265424","31.3359301,31.42983325089289","82.46941074736841,50.81345209168616"
7310,"30.88454543684211,29.17917006265424","31.3359301,31.42983325089289","82.46941074736841,50.81345209168616"
7320,"32.085603926315784,29.17852122316787","30.717128494736844,31.421934488635863","80.61227078421052,52.47581940823541"
7330,"31.410372778947366,19.077320511904617","30.96165058421052,31.425426573002127","84.36343051578947,49.69515696069256"
7340,"31.410372778947366,19.077320511904617","30.96165058421052,31.425426573002127","84.36343051578947,49.69515696069256"
7350,"31.560636957894737,19.076016074187226","30.240861568421053,31.428052565015648","93.68939553157894,50.36258975359442"
7360,"31.172482494736837,19.07614449033557","29.61306188947368,31.427435907260495","84.05986142631579,52.10106053489922"
7370,"31.172482494736837,19.07614449033557","29.61306188947368,31.427435907260495","84.05986142631579,52.10106053489922"
7380,"29.500298899999997,19.09027026665343","30.481837942105265,31.429029517189544","76.00083666842104,53.173551653401844"
7390,"40.29232415263157,19.268816024064375","30.179712668421054,31.428717723942555","73.73210614736841,54.90124223699038"
7400,"40.29232415263157,19.268816024064375","30.179712668421054,31.428717723942555","73.73210614736841,54.90124223699038"
7410,"42.20731672631579,20.004964973819664","30.67108568947369,31.430061899274012","73.43345775789473,55.28916714490418"
7420,"41.795867510526314,21.56474806407587","30.09442097368421,31.430145044139877","69.94414311578947,56.21900819883037"
7430,"41.795867510526314,21.56474806407587","30.09442097368421,31.430145044139877","69.94414311578947,56.21900819883037"
7440,"42.71008731578947,22.389875887144374","30.086463963157897,31.431814870195968","74.08078705789474,56.62663484739802"
7450,"42.42961018947368,22.86627276252265","30.84395727368421,31.432937325885124","68.82398634736842,57.33686401142174"
7460,"42.42961018947368,22.86627276252265","30.84395727368421,31.432937325885124","68.82398634736842,57.33686401142174"
7470,"42.187896426315795,22.866407937415648","29.812383610526314,31.432140520920598","74.41700682631578,58.35846854145682"
7480,"41.5320628368421,17.705085826932745","28.759041094736844,31.43224445200293","72.83117129473683,60.10615149171915"
7490,"41.5320628368421,17.705085826932745","28.759041094736844,31.43224445200293","72.83117129473683,60.10615149171915"
7500,"41.57912083157895,17.720063205076467","31.05598777368421,31.43257010272756","73.27607428421054,60.799064751950354"
7510,"41.91778181052632,17.736541024532418","29.39525671052632,31.432299881913504","73.85903334736842,62.099122802808154"
7520,"41.91778181052632,17.736541024532418","29.39525671052632,31.432299881913504","73.85903334736842,62.099122802808154"
7530,"42.21344087894737,17.735020306986236","24.375959684210528,31.19406905499832","74.42718138421053,62.44580585086952"
7540,"49.161060747368424,21.85235292515427","19.784804268421055,31.194554066715856","73.3032236368421,62.44406885349454"
7550,"49.161060747368424,21.85235292515427","19.784804268421055,31.194554066715856","73.3032236368421,62.44406885349454"
7560,"51.50316833157894,21.887038802696495","20.828829052631576,31.194276917162977","73.31079324736842,62.448380932581045"
7570,"55.38837585789474,21.940635647768563","18.86833255263158,19.037970943779452","73.27559655263158,62.44623165178245"
7580,"55.38837585789474,21.940635647768563","18.86833255263158,19.037970943779452","73.27559655263158,62.44623165178245"
7590,"59.956222468421046,21.98484459652221","18.790316215789474,19.03814416225","67.14610158421053,62.446366826675444"
7600,"61.15888451052631,23.944576401424012","20.664242968421053,19.038809321176906","0.0,62.44544087865843"
7610,"61.15888451052631,23.944576401424012","20.664242968421053,19.038809321176906","0.0,62.44544087865843"
7620,"56.15276740526316,26.313293362568057","19.609546057894736,19.037908585130054","73.14407732631578,62.47391546986759"
7630,"62.148109373684214,26.456828822693595","19.94894513157895,19.03637040511158","77.73412171578947,52.951067297023236"
7640,"62.148109373684214,26.456828822693595","19.94894513157895,19.03637040511158","77.73412171578947,52.951067297023236"
7650,"62.439601326315795,26.459660736701814","18.876723747368423,19.037596791883065","85.34070683157896,55.745456754949615"
7660,"61.837088710526324,26.469116220466734","20.470805136842102,19.03775615287597","83.21757187894737,55.77112646712915"
7670,"61.837088710526324,26.469116220466734","20.470805136842102,19.03775615287597","83.21757187894737,55.77112646712915"
7680,"61.58532664736842,26.49284617293181","20.1936094,19.036848488090296","84.49885894210526,55.746139388159236"
7690,"69.43766971052631,26.651291423754568","19.91190632105263,19.03779079657008","82.97949204210526,55.752675094235485"
7700,"69.43766971052631,26.651291423754568","19.91190632105263,19.03779079657008","82.97949204210526,55.752675094235485"
7710,"67.79821910526316,26.649331387806157","20.76741204736842,19.034901512481326","84.40739042631579,55.7412798507561"
7720,"71.1509477526316,28.00667655831475","20.823169631578946,12.098270857010855","83.72368926842105,55.744375355805666"
7730,"71.1509477526316,28.00667655831475","20.823169631578946,12.098270857010855","83.72368926842105,55.744375355805666"
7740,"73.6324059736842,29.679276614263642","19.814934705263155,12.099060733236557","83.17498603157895,55.7424626310698"
7750,"72.75314672631579,31.03438464029319","19.022774457894737,7.830382533591738","83.21044158947369,55.7445983943791"
7760,"72.75314672631579,31.03438464029319","19.022774457894737,7.830382533591738","83.21044158947369,55.7445983943791"
7770,"63.677287147368425,35.20240108458927","20.133726410526318,7.830361747375273","82.80362629999999,55.578015614998115"
7780,"60.723821457894736,35.62797895894651","19.448167500000004,7.834020121473263","67.26745848947368,55.57323718253078"
7790,"60.723821457894736,35.62797895894651","19.448167500000004,7.834020121473263","67.26745848947368,55.57323718253078"
7800,"66.16389991052631,35.828713675042394","21.003003215789473,7.83368754200981","72.62620209473684,55.611234844951355"
7810,"70.21560113157895,31.378823785130855","19.798712221052632,7.835544444014093","70.85464854736841,55.60349608232746"
7820,"70.21560113157895,31.378823785130855","19.798712221052632,7.835544444014093","70.85464854736841,55.60349608232746"
7830,"70.17912200526315,31.37614056350493","20.911460110526313,7.8337291144427414","80.22791798947368,48.9395766200694"
7840,"70.62817117894737,31.375809385017092","19.594930657894736,7.838253580893476","76.09042971578947,43.10100126070864"
7850,"70.62817117894737,31.375809385017092","19.594930657894736,7.838253580893476","76.09042971578947,43.10100126070864"
7860,"69.48365304210526,27.777311799882764","20.423968389473686,7.838523801707532","73.32480257368421,47.372237253294834"
7870,"69.19346001578948,27.775034102935816","20.151251131578945,7.838918739820383","72.58438843157894,49.37212276016047"
7880,"71.49362900526316,27.780806070866653","20.94576853157895,7.837519134578349","73.88254072631578,55.36320919254156"
7890,"71.49362900526316,27.780806070866653","20.94576853157895,7.837519134578349","73.88254072631578,55.36320919254156"
7900,"71.76006288421054,27.78241465209328","19.568096542105263,7.838988027208603","76.27491804210527,55.475113727706535"
7910,"64.59121844736842,27.557098381706457","20.76953388947368,7.839050385858001","82.54268637894738,55.41797530043803"
7920,"64.59121844736842,27.557098381706457","20.76953388947368,7.839050385858001","82.54268637894738,55.41797530043803"
7930,"57.02694877368421,27.557848602362572","14.39258475263158,7.6592703996448055","72.26011588947368,55.39874667190965"
