,k8s-master,k8s-node01,k8s-node02
11330,"113.29459128947367,81.97712475838333","52.572999831578954,23.291336630627754","52.93710257894736,26.348046827556782"
11340,"113.29459128947367,81.97712475838333","52.572999831578954,23.291336630627754","52.93710257894736,26.348046827556782"
11350,"102.30063433684211,82.89294141716141","61.88135464736841,23.452429808238147","51.50763177368421,26.349750031208504"
11360,"111.84587652105265,78.72143070188145","60.40645351578947,24.363621321974268","52.96974766842105,26.347087085816526"
11370,"111.84587652105265,78.72143070188145","60.40645351578947,24.363621321974268","52.96974766842105,26.347087085816526"
11380,"113.69013445263157,78.51208534510184","63.998752436842096,25.96887153224417","52.67175043157895,26.35068273797016"
11390,"110.42526833684211,78.65148445350177","63.69616605789474,28.867350057414995","43.89195857368421,26.18303207693452"
11400,"110.42526833684211,78.65148445350177","63.69616605789474,28.867350057414995","43.89195857368421,26.18303207693452"
11410,"102.44602384210526,72.00984857235375","66.14681855789473,31.853768135714038","41.366100442105264,26.17913228127165"
11420,"110.94784924210525,75.0359953843181","72.94304581578947,34.767226594217924","43.227359647368424,26.180274509117446"
11430,"110.94784924210525,75.0359953843181","72.94304581578947,34.767226594217924","43.227359647368424,26.180274509117446"
11440,"111.71947315789473,78.2543271003965","74.02893839473684,34.754692505689015","41.894061842105266,26.181862814110122"
11450,"112.35824072631578,78.25767267899809","77.7393914368421,39.47117509539661","42.01687999473685,26.180443477733686"
11460,"100.54437169473684,78.15449368317587","82.49178734736842,39.5920261579291","42.13668831578948,26.1845798294593"
11470,"100.54437169473684,78.15449368317587","82.49178734736842,39.5920261579291","42.13668831578948,26.1845798294593"
11480,"111.10143409473685,78.1628610090522","84.15158585789473,39.59249038343017","38.80072154736842,26.00286422080765"
11490,"109.12451725789474,71.5426233134651","84.04262101052632,39.58808370553941","32.11555600526316,22.488972601198178"
11500,"109.12451725789474,71.5426233134651","84.04262101052632,39.58808370553941","32.11555600526316,22.488972601198178"
11510,"100.79431535789476,71.54301532065479","84.3813181631579,39.5922478775714","30.81938709473684,22.491736927759902"
11520,"101.07400691578947,72.48857045589152","85.67765713684211,39.61864637248304","31.681735042105256,22.490560906190854"
11530,"101.07400691578947,72.48857045589152","85.67765713684211,39.61864637248304","31.681735042105256,22.490560906190854"
11540,"105.09166801578948,74.99593630477938","93.05389516315789,39.782074535076426","30.675704078947373,22.49129760935767"
11550,"96.37953511578948,75.83542646022848","95.01977428421053,39.77870023927014","31.833439289473684,22.491669340313404"
11560,"96.37953511578948,75.83542646022848","95.01977428421053,39.77870023927014","31.833439289473684,22.491669340313404"
11570,"94.05179176842107,75.83251344128445","89.40456042105264,40.920286176313816","30.603491489473686,22.49112188199678"
11580,"97.8702685368421,76.53791010288364","85.27903418421053,41.8612296945514","31.058464084210524,22.491284091868373"
11590,"97.8702685368421,76.53791010288364","85.27903418421053,41.8612296945514","31.058464084210524,22.491284091868373"
11600,"103.41571729473684,77.39509465182563","84.43249684210527,43.5430840412368","30.584125084210523,22.487215327589258"
11610,"104.04516060526316,79.02062681003406","77.60134241052633,43.66796762976367","31.737501663157893,22.49110836450748"
11620,"104.04516060526316,79.02062681003406","77.60134241052633,43.66796762976367","31.737501663157893,22.49110836450748"
11630,"104.39828178947369,79.92530505762944","80.53098181052631,49.214776422416385","30.65336529473684,22.49044600753181"
11640,"100.40762686842105,81.34783156153969","85.03751786315789,50.063574643060825","33.39544744736842,28.098581968061282"
11650,"100.40762686842105,81.34783156153969","85.03751786315789,50.063574643060825","33.39544744736842,28.098581968061282"
11660,"109.1655710105263,81.53081781418548","84.50519072631579,50.50378513537474","36.54115226315789,28.16411475618471"
11670,"96.31564599473685,81.42352950161626","85.19301261578947,45.64775774579302","40.666016563157896,28.298316389949015"
11680,"93.40267503684208,76.65633682663557","84.17642254736842,45.64869312553399","39.87757731052631,28.398933821549"
11690,"93.40267503684208,76.65633682663557","84.17642254736842,45.64869312553399","39.87757731052631,28.398933821549"
11700,"87.72773618421054,76.65445789562295","76.66623334210527,45.64585234261699","50.22624706315789,33.27978830530358"
11710,"89.12822461578948,70.02214232334686","78.48829366842106,45.55476021332478","49.71294841052632,33.277686335717526"
11720,"89.12822461578948,70.02214232334686","78.48829366842106,45.55476021332478","49.71294841052632,33.277686335717526"
11730,"81.73044385789474,69.85995272798817","85.47365728947368,45.68832551159556","51.8918966631579,33.279673406644534"
11740,"73.0344326,69.85709377900135","82.16406016842105,45.69781788378163","51.58911896842105,27.69672728742447"
11750,"73.0344326,69.85709377900135","82.16406016842105,45.69781788378163","51.58911896842105,27.69672728742447"
11760,"71.94905768947368,69.85103794379522","89.75688948947368,42.617806401475654","50.42221342105263,20.948282964577352"
11770,"72.76578022631578,69.85281549363809","94.35917143157894,40.41285305994932","50.74877356315789,20.94325445855798"
11780,"72.76578022631578,69.85281549363809","94.35917143157894,40.41285305994932","50.74877356315789,20.94325445855798"
11790,"72.14419751052633,64.56201611190102","94.80277024210527,44.04797431045365","50.68400330526316,20.94387626306575"
11800,"76.03325224210526,64.61115894424894","95.89381607368422,47.889170111000475","50.09487923157894,15.82862851485981"
11810,"76.03325224210526,64.61115894424894","95.89381607368422,47.889170111000475","50.09487923157894,15.82862851485981"
11820,"84.28342567368422,65.42383040092805","94.3171843736842,49.982487612627516","50.085727273684206,15.830520963361725"
11830,"83.13783103157895,66.85258170866067","86.3848752263158,49.984393015803555","51.536796278947364,15.859002313315532"
11840,"83.13783103157895,66.85258170866067","86.3848752263158,49.984393015803555","51.536796278947364,15.859002313315532"
11850,"76.38562419473683,61.52139206889702","94.57179898947368,49.980395133503286","60.17892292631579,15.960876871420357"
11860,"83.3302062736842,54.466695508483","93.5600265894737,49.983125056599135","61.31035746842105,16.726122216892577"
11870,"83.3302062736842,54.466695508483","93.5600265894737,49.983125056599135","61.31035746842105,16.726122216892577"
11880,"83.06133456315789,50.799650735111484","94.91248639473683,43.96579253928647","61.03290291052632,15.086707597173682"
11890,"83.77056538421053,50.807612536308824","94.60296234736843,43.96203023410615","54.91128586842105,19.934363127208968"
11900,"83.77056538421053,50.807612536308824","94.60296234736843,43.96203023410615","54.91128586842105,19.934363127208968"
11910,"83.53060431578946,50.804462961302065","94.00818502105261,43.968376958867054","53.918265500000004,22.177637787654707"
11920,"83.3556162736842,41.10815160702334","94.97333182631577,43.96422664431271","60.821345868421055,23.22592584156678"
11930,"83.3556162736842,41.10815160702334","94.97333182631577,43.96422664431271","60.821345868421055,23.22592584156678"
11940,"82.10825656842104,41.11035495777914","93.93730692105264,43.96904211779396","58.600444568421054,23.392380204799426"
11950,"82.74195190526316,44.750094402765896","91.43445065263158,43.99808739093559","62.66283059473684,23.39342781022013"
11960,"82.74195190526316,44.750094402765896","91.43445065263158,43.99808739093559","62.66283059473684,23.39342781022013"
11970,"90.23900336842107,44.79647966729674","95.85902067894737,48.569177325203334","62.29677384210526,23.394968804000257"
11980,"91.7816613368421,44.803846698964904","95.37012421578947,48.56702941616853","61.17411713157896,23.39711808479886"
11990,"91.7816613368421,44.803846698964904","95.37012421578947,48.56702941616853","61.17411713157896,23.39711808479886"
12000,"92.24942633157893,44.80767214843663","96.6948300368421,52.40372846521991","61.380808142105266,23.38768287726789"
12010,"93.1175643368421,44.81248437462721","97.40061413684212,55.4652471436101","62.23585026842106,23.38898731498528"
12020,"93.1175643368421,44.81248437462721","97.40061413684212,55.4652471436101","62.23585026842106,23.38898731498528"
12030,"85.8192959,44.810666272316446","95.77091789473684,55.32439974083745","61.96231954210526,20.279201037980968"
12040,"92.8468833473684,44.80928072966326","97.3672248,55.36309674715805","70.02871514736843,22.902830812332844"
12050,"93.94296152105264,44.812943969263394","103.7547491736842,55.493939051071806","72.91281414210526,22.90026924811061"
12060,"93.94296152105264,44.812943969263394","103.7547491736842,55.493939051071806","72.91281414210526,22.90026924811061"
12070,"91.29309081578948,41.00487123003138","105.4586386631579,55.50523982409041","73.44796633684211,22.90183727686934"
12080,"82.79019960000001,41.00781128395399","108.42835243684212,55.72708418369167","71.79248100526316,22.905405894044378"
12090,"82.79019960000001,41.00781128395399","108.42835243684212,55.72708418369167","71.79248100526316,22.905405894044378"
12100,"82.10288791052632,41.000897088177354","110.27984958947368,56.200601123522716","66.7542761631579,18.081743907515502"
12110,"82.17002747894736,40.99827469525327","106.60120114736843,51.39703814430082","73.13232414210526,20.79097994160039"
12120,"82.17002747894736,40.99827469525327","106.60120114736843,51.39703814430082","73.13232414210526,20.79097994160039"
12130,"77.59297064210526,41.00857502209941","110.58539198421055,53.276624839487106","73.30175871052631,22.64990507005202"
12140,"83.4086423,40.995632026095244","106.00378142631578,54.77326013998408","69.39753859473686,22.4631339204024"
12150,"83.4086423,40.995632026095244","106.00378142631578,54.77326013998408","69.39753859473686,22.4631339204024"
12160,"82.03511509473684,41.00039694107328","107.47207219999999,57.459102599448016","72.0775320631579,22.62357300089682"
12170,"81.92024732105264,41.00374251967487","106.77496930526316,58.692134031463816","71.69912112631579,22.620463978357957"
12180,"81.92024732105264,41.00374251967487","106.77496930526316,58.692134031463816","71.69912112631579,22.620463978357957"
12190,"82.5098690263158,41.00919006786253","113.19720400000001,59.18515537107866","74.16571904736843,22.64864794354718"
12200,"82.76682790526316,41.00403314569481","111.28793007894738,59.78986798050336","72.4052912,26.766122495352857"
12210,"82.76682790526316,41.00403314569481","111.28793007894738,59.78986798050336","72.4052912,26.766122495352857"
12220,"78.45127982105262,41.00406018067341","106.40465133684212,55.283055956286866","79.42610485263158,26.943519266173354"
12230,"83.15834154210526,34.738041533432096","110.65054625263159,55.28173256717187","82.12356827894737,26.995717051102936"
12240,"83.15834154210526,34.738041533432096","110.65054625263159,55.28173256717187","82.12356827894737,26.995717051102936"
12250,"82.25954462631579,34.73973121959452","109.94135132631578,55.28329153340681","88.6925261263158,32.20902742543128"
12260,"71.7611122,31.022719047027817","110.50616523157896,55.281261412931975","92.76941608421053,32.27114704750661"
12270,"71.7611122,31.022719047027817","110.50616523157896,55.281261412931975","92.76941608421053,32.27114704750661"
12280,"72.90573362105263,31.02472639418878","111.012946,55.30267121589181","84.2029729263158,32.27171478205718"
12290,"69.40175390526316,31.02600379692757","111.2025670894737,51.874393605439224","92.95358375789473,32.276216105993875"
12300,"69.40175390526316,31.02600379692757","111.2025670894737,51.874393605439224","92.95358375789473,32.276216105993875"
12310,"71.12464597894737,31.023442232705335","105.63948206842103,51.47719672373199","93.67446354210526,32.30342681195354"
12320,"73.44965995789475,25.142246229583606","116.6524212263158,52.93902204038748","92.76052491052631,32.29945267009953"
12330,"73.44965995789475,25.142246229583606","116.6524212263158,52.93902204038748","92.76052491052631,32.29945267009953"
12340,"62.543063757894735,25.02538753459041","105.35323528947369,55.31468564900908","97.6736461,31.37872240396111"
12350,"58.63133609473683,25.02137959901314","112.0804446263158,56.729942912042226","105.89195542105264,36.12786247198247"
12360,"58.63133609473683,25.02137959901314","112.0804446263158,56.729942912042226","105.89195542105264,36.12786247198247"
12370,"61.197535563157885,25.02365053721544","110.68169184736841,57.34748754576518","104.60483651052631,37.31659048097052"
12380,"62.27408957894736,25.025671401865697","110.95896205263158,57.14678969704852","106.6163209263158,37.350978973748155"
12390,"62.27408957894736,25.025671401865697","110.95896205263158,57.14678969704852","106.6163209263158,37.350978973748155"
12400,"60.99020809473684,25.025759265546142","108.7542908368421,50.24375649612569","105.26535067894736,37.519542065311505"
12410,"61.669107663157895,25.02871283695806","105.75204816842106,50.25709431835795","110.39847035263158,37.53223498776363"
12420,"61.669107663157895,25.02871283695806","105.75204816842106,50.25709431835795","110.39847035263158,37.53223498776363"
12430,"60.9677698631579,25.03219359045265","99.90996390526317,50.24138686744858","109.43077528421054,37.548428939944294"
12440,"48.36377718947368,24.706712724357374","105.29131052105264,50.24011197950534","110.31910356842107,43.637118403811606"
12450,"48.36377718947368,24.706712724357374","105.29131052105264,50.24011197950534","110.31910356842107,43.637118403811606"
12460,"43.10231548421052,24.70786846969247","105.7546726736842,50.24196195277081","111.20560555789476,49.870951909031085"
12470,"41.81845885263158,24.69686523340277","105.64147994736842,50.11334377401891","101.62157721578947,49.88521961898658"
12480,"41.81845885263158,24.69686523340277","105.64147994736842,50.11334377401891","101.62157721578947,49.88521961898658"
12490,"41.68604600526316,24.698744164415384","100.89817714210527,50.86028260524183","111.19768287894738,49.83577940187408"
12500,"43.4335390736842,21.059207481768116","105.81048262631579,51.533859949817916","111.76531111052633,49.896587827487366"
12510,"47.44865198421053,21.17748551313775","104.50265272105263,52.85622361146515","111.06098890526316,49.84153785231562"
12520,"47.44865198421053,21.17748551313775","104.50265272105263,52.85622361146515","111.06098890526316,49.84153785231562"
12530,"48.962536578947365,21.26843118114402","100.35232385263159,53.413238782839535","111.9201962263158,49.87877853533543"
12540,"47.42509971052631,25.819810380715357","94.94340833684211,54.156810246994986","107.35613174736842,49.85160838184366"
12550,"47.42509971052631,25.819810380715357","94.94340833684211,54.156810246994986","107.35613174736842,49.85160838184366"
12560,"50.65462725263158,27.299718626701488","90.53989298421051,53.97840907980736","111.83952671578948,49.82797305180368"
12570,"50.65462725263158,27.299718626701488","90.53989298421051,53.97840907980736","111.83952671578948,49.82797305180368"
12580,"51.160536142105265,27.301320449183464","86.12629603157895,55.22108531626332","110.92804989473683,49.69204117940905"
12590,"51.37943527894737,27.30117851554582","89.17368346842105,59.79936728142826","113.28952604210527,49.56775462404584"
12600,"52.87771609473685,27.29794783560327","89.1595858368421,59.69936479401102","111.18929379473683,49.56295591534456"
12610,"52.87771609473685,27.29794783560327","89.1595858368421,59.69936479401102","111.18929379473683,49.56295591534456"
12620,"50.77738871578948,27.29544034133823","93.21423364210526,60.1652878360932","111.09614893157892,49.3758130347392"
12630,"52.92463005263158,27.301388036629962","85.13727080000001,60.71301156870735","102.56391751578948,51.97343515967906"
12640,"52.92463005263158,27.301388036629962","85.13727080000001,60.71301156870735","102.56391751578948,51.97343515967906"
12650,"51.19132451052631,27.300462088612957","83.7612927631579,61.55817913020908","111.19563586315789,54.795163739713445"
12660,"51.50249311578947,27.329342204501096","84.94568401578947,62.140546556932996","111.50057150526315,54.79232506696057"
12670,"51.50249311578947,27.329342204501096","84.94568401578947,62.140546556932996","111.50057150526315,54.79232506696057"
12680,"50.83430183157895,27.325766828581408","85.24808965263158,63.20083067263989","110.49263925789474,54.799306850183704"
12690,"51.35167659473684,27.324509702076565","84.98191878421054,63.746531213518026","112.29930584210526,54.81323662290672"
12700,"51.35167659473684,27.324509702076565","84.98191878421054,63.746531213518026","112.29930584210526,54.81323662290672"
12710,"53.95485412631579,27.384851774309023","84.86588250526316,59.895205596813504","106.37694704736843,54.807775557229775"
12720,"65.26686246842105,27.53209778524724","84.92868878947367,59.91836837069529","111.52866607894737,54.79779289138217"
12730,"65.26686246842105,27.53209778524724","84.92868878947367,59.91836837069529","111.52866607894737,54.79779289138217"
12740,"65.09870137894737,27.637547719271755","81.67367001052631,59.92584447988418","101.65709951578947,54.833512856855805"
12750,"70.01264628421052,27.640170112195836","85.24210080526316,59.91756463699194","111.27631919473684,54.803808174120405"
12760,"70.01264628421052,27.640170112195836","85.24210080526316,59.91756463699194","111.27631919473684,54.803808174120405"
12770,"66.56825503684212,31.318981860002474","85.92060273684211,53.2765278371436","114.70479933684211,54.827024461992096"
12780,"59.63789726842106,26.80570170402146","91.9822694736842,53.733672167138366","106.57846830526316,50.27104931605897"
12790,"59.63789726842106,26.80570170402146","91.9822694736842,53.733672167138366","106.57846830526316,50.27104931605897"
12800,"57.21545497894737,26.783627643995562","94.37846026315789,58.44936488062026","113.14538596842105,50.21005840434014"
12810,"58.50229041578948,26.78804786299646","95.23884004736843,59.96452069998831","110.84801494210527,50.23538342054254"
12820,"58.50229041578948,26.78804786299646","95.23884004736843,59.96452069998831","110.84801494210527,50.23538342054254"
12830,"66.05267004736842,31.35735801212343","90.01857054210527,53.905477174967494","108.01999321052631,50.13518503111084"
12840,"69.58305612105264,31.35756077446292","93.5331947894737,53.906828279037775","109.18242839473683,50.22772576285444"
12850,"69.58305612105264,31.35756077446292","93.5331947894737,53.906828279037775","109.18242839473683,50.22772576285444"
12860,"68.89794657894736,31.359919576345664","94.12294787894737,53.91077073142746","97.10015434210526,50.24393999126905"
12870,"69.58901884736842,31.357114697316042","93.92435518947369,53.91433210318195","105.92758769999999,51.83985533042252"
12880,"69.58901884736842,31.357114697316042","93.92435518947369,53.91433210318195","105.92758769999999,51.83985533042252"
12890,"69.40671144736842,31.359622191581078","94.4411557736842,53.90931569627485","102.36776784210525,52.87826885840139"
12900,"69.7921976263158,31.35931804807184","94.82332432631578,53.91532984157231","99.81374308947368,55.36971110489457"
12910,"69.7921976263158,31.35931804807184","94.82332432631578,53.91532984157231","99.81374308947368,55.36971110489457"
12920,"65.68340213684209,31.35818933771534","90.26190061578946,53.90504759316053","96.25464986315788,56.5136759480677"
12930,"69.20100171052631,31.353268971610365","94.09450627894736,53.9051653817205","95.6134688894737,58.125001225022466"
12940,"69.20100171052631,31.353268971610365","94.09450627894736,53.9051653817205","95.6134688894737,58.125001225022466"
12950,"70.9586575631579,31.345192271753984","95.8794304,54.077891911812955","94.73004280526315,59.20653554386638"
12960,"70.29964215263158,31.350457333836093","106.61678315263158,49.513003198790855","105.99781063157893,63.650829193207976"
12970,"70.29964215263158,31.350457333836093","106.61678315263158,49.513003198790855","105.99781063157893,63.650829193207976"
12980,"70.69549776842105,31.379303656000985","102.71561254736842,49.50142527621937","106.91563994210527,65.20246123741666"
12990,"68.49006967894736,31.378789991407608","92.93344937894736,52.49998250493447","104.60241075263158,65.48415895567122"
13000,"68.49006967894736,31.378789991407608","92.93344937894736,52.49998250493447","104.60241075263158,65.48415895567122"
13010,"72.39747171578948,36.03613954834148","95.78311527368419,54.17517140487316","99.73176535263157,65.49729119652557"
13020,"69.95250559473683,36.035625883748104","93.357597,49.225675328583314","105.06506008947369,65.49741285392926"
13030,"69.95250559473683,36.035625883748104","93.357597,49.225675328583314","105.06506008947369,65.49741285392926"
13040,"75.9720044368421,36.141616517344595","94.47937954736842,43.47193282227418","104.8416910157895,65.52571171777754"
13050,"83.75305042631578,36.14117044019771","93.57513364736842,43.47492603744526","103.97586162631579,65.50761179960566"
13060,"83.75305042631578,36.14117044019771","93.57513364736842,43.47492603744526","103.97586162631579,65.50761179960566"
13070,"76.7072261105263,36.1481319471869","92.55751396842105,43.469313758999476","105.61217868421053,66.2711336651922"
13080,"80.46648483157895,36.139048194377715","89.25045881578947,43.47262569615637","111.80167164210526,66.80119497308904"
13090,"76.84169778421052,36.0081110342792","83.59157738421052,43.15563589505206","111.71921206315788,64.4391421341696"
13100,"76.84169778421052,36.0081110342792","83.59157738421052,43.15563589505206","111.71921206315788,64.4391421341696"
13110,"70.04782184736843,36.007394607346335","65.16290586315789,37.182155365743526","102.60432151052632,67.05477631360088"
13120,"70.94733444736842,36.00150774075645","63.19490691578947,37.18103983879319","111.14420153684209,63.08910316662732"
13130,"70.94733444736842,36.00150774075645","63.19490691578947,37.18103983879319","111.14420153684209,63.08910316662732"
13140,"71.50277479999998,36.00328529059932","69.83245088947368,38.61747825640505","112.14656523684211,64.32498017829163"
13150,"69.51841968947369,36.01624856283743","69.10795326842106,44.04005476198015","111.47238012631578,65.58722981157904"
13160,"69.51841968947369,36.01624856283743","69.10795326842106,44.04005476198015","111.47238012631578,65.58722981157904"
13170,"71.32138402631578,36.0137410685724","63.6984316368421,48.535884735163854","111.4464803631579,65.59388041631433"
13180,"71.32138402631578,36.0137410685724","63.6984316368421,48.535884735163854","111.4464803631579,65.59388041631433"
13190,"67.32184642631579,36.01117274560551","62.55842468421052,49.719652834155575","109.35282724736842,65.50673992154584"
13200,"69.11687665263157,36.012497459556855","60.75583858947369,49.70201226511489","113.03466659473685,65.4658495164152"
13210,"71.55893697894737,36.0094154719966","63.31009191578948,51.62344854278576","101.33241997368422,65.46353126700035"
13220,"71.55893697894737,36.0094154719966","63.31009191578948,51.62344854278576","101.33241997368422,65.46353126700035"
13230,"69.93532399473685,36.00839490155449","71.58441872631579,50.052260012564574","110.0532671736842,65.28270781264246"
13240,"70.99972029473685,36.002595898645055","66.75782536842105,50.141599170934825","111.36950093157895,65.28695230428247"
13250,"70.99972029473685,36.002595898645055","66.75782536842105,50.141599170934825","111.36950093157895,65.28695230428247"
13260,"61.886270884210525,35.83217415230304","83.82865478421053,50.657596208483255","110.62933146315788,65.35071430130768"
13270,"60.429011757894735,35.83788529153203","88.73854254210526,51.27986624208279","110.54025413157893,65.22435281133701"
13280,"60.429011757894735,35.83788529153203","88.73854254210526,51.27986624208279","110.54025413157893,65.22435281133701"
13290,"55.49290075263158,35.707624005898495","93.04477057368422,53.26134004164588","102.9794336368421,65.21829697613089"
13300,"50.29588138421052,35.713078312830795","93.63891510526317,54.78345231479118","102.35033572631579,65.07428164513522"
13310,"50.29588138421052,35.713078312830795","93.63891510526317,54.78345231479118","102.35033572631579,65.07428164513522"
13320,"49.71434895263158,35.71478151648252","94.75140436315789,57.118007715982124","95.75441746842105,58.65221034267714"
13330,"47.639492731578954,35.713429767552576","93.66726253157896,58.215769379976955","79.08749618947368,52.28850755901381"
13340,"47.639492731578954,35.713429767552576","93.66726253157896,58.215769379976955","79.08749618947368,52.28850755901381"
13350,"48.38310157368421,35.71900573188857","96.51942003157896,66.74718785009618","74.6306709105263,52.28758836974145"
13360,"47.144404605263155,35.71765398295864","110.23732888947367,68.86506773084704","74.54330411578948,52.29580024449083"
13370,"47.144404605263155,35.71765398295864","110.23732888947367,68.86506773084704","74.54330411578948,52.29580024449083"
13380,"48.45883886315789,25.388839028127666","105.4959906631579,65.1085826911374","75.18551177368421,46.465396207411544"
13390,"40.65493444736842,25.393691806786144","101.75813634736842,69.55677758492018","73.81087022105262,46.460360942647526"
13400,"40.65493444736842,25.393691806786144","101.75813634736842,69.55677758492018","73.81087022105262,46.460360942647526"
13410,"38.52734144736842,25.391258658712253","109.07295135789475,63.02615023819965","74.44834193157895,46.4618411077258"
13420,"39.02945114736842,25.39049492056684","109.98223046842106,63.13944897541621","74.72185490526317,46.463206374145045"
13430,"39.02945114736842,25.39049492056684","109.98223046842106,63.13944897541621","74.72185490526317,46.463206374145045"
13440,"38.31925643684211,25.392353575345506","110.51662353157897,67.2045400422556","74.28766716315789,40.62076501284466"
13450,"39.97852367368421,25.388386192236137","109.93399172631578,67.19674521108091","74.31718198421052,40.649030082969674"
13460,"39.97852367368421,25.388386192236137","109.93399172631578,67.19674521108091","74.31718198421052,40.649030082969674"
13470,"40.26642194736842,25.390305675716647","100.12331934736842,67.22178567318345","74.75466572631579,36.50927195005396"
13480,"37.360845278947366,25.392542820195697","109.89525422105264,67.40545961061459","67.78026731578947,36.37922694424921"
13490,"37.360845278947366,25.392542820195697","109.89525422105264,67.40545961061459","67.78026731578947,36.37922694424921"
13500,"38.09943907894737,25.39094099771372","110.95883798421055,67.40971385625126","64.16663838947369,36.37557046339373"
13510,"35.38397421052631,25.38937972769964","110.71369519473686,74.23732773509713","60.90062257368422,36.37521900867194"
13520,"35.38397421052631,25.38937972769964","110.71369519473686,74.23732773509713","60.90062257368422,36.37521900867194"
13530,"39.891137263157894,19.364256257262692","112.23142966315787,78.14933524640432","63.79917999999999,36.374205196974486"
13540,"39.173127552631584,19.363519554095877","110.8510353263158,74.77092376925332","63.84988924210527,36.376307166560544"
13550,"39.173127552631584,19.363519554095877","110.8510353263158,74.77092376925332","63.84988924210527,36.376307166560544"
13560,"38.12228018947368,19.368358815265058","101.33945634736843,74.76759797461878","63.93250591578947,36.375151421225446"
13570,"38.381399263157896,14.729656634819687","110.94165666315789,74.76606672333914","63.73143745789475,36.35944409865956"
13580,"38.381399263157896,14.729656634819687","110.94165666315789,74.76606672333914","63.73143745789475,36.35944409865956"
13590,"43.00419631052632,14.923416326437094","111.66450587894735,74.77280838621289","64.23833778421053,36.34775147041559"
13600,"50.76594381052631,14.923727228690979","111.74312724210526,76.1693649831656","63.673590157894736,31.15710316689767"
13610,"50.76594381052631,14.923727228690979","111.74312724210526,76.1693649831656","63.673590157894736,31.15710316689767"
13620,"50.91538088947369,15.755187995496243","110.38311701578948,76.71972163653209","63.506920647368425,31.155048508524164"
13630,"48.731395842105265,16.83869586777787","106.87313516315791,78.68252941370883","63.46375059473684,30.943026688863284"
13640,"48.731395842105265,16.83869586777787","106.87313516315791,78.68252941370883","63.46375059473684,30.943026688863284"
13650,"47.460679078947365,19.605489371299544","111.73296855263158,82.88248838171752","53.25359575263158,30.930644668665046"
13660,"49.42768374736843,20.82319887734548","108.7263213368421,83.49947178759591","53.318438642105264,30.91026029480157"
13670,"49.42768374736843,20.82319887734548","108.7263213368421,83.49947178759591","53.318438642105264,30.91026029480157"
13680,"44.27693405263158,21.58597052227591","111.80135201578948,83.25230981633922","53.09972311578947,30.909935875058387"
13690,"37.43191998947369,21.58888354121993","110.69808934210528,83.89916301527904","53.93047818947369,26.335259282679562"
13700,"37.43191998947369,21.58888354121993","110.69808934210528,83.89916301527904","53.93047818947369,26.335259282679562"
13710,"39.10776065263158,21.582827706013802","112.13181229473685,84.35113157737382","53.10099854736842,26.33397512119612"
13720,"38.55625145263158,21.58360496164852","101.27370639473685,84.7432635510022","53.546948394736845,26.336678619055995"
13730,"39.04797117894737,21.584307871092086","112.17901263157893,87.95251679855406","51.12039744210527,26.352588703961374"
13740,"39.04797117894737,21.584307871092086","112.17901263157893,87.95251679855406","51.12039744210527,26.352588703961374"
13750,"34.11794326315789,21.586443634401387","111.85407096842106,90.8863180342392","55.703046805263156,32.07655603029729"
13760,"38.23692778947368,21.588856506241328","107.05940874210526,91.79005422500289","53.79714772105263,32.077394114633854"
13770,"38.23692778947368,21.588856506241328","107.05940874210526,91.79005422500289","53.79714772105263,32.077394114633854"
13780,"41.6385328368421,21.616878261558956","116.08864548421053,92.08512842521337","54.82413335789473,32.16514289642082"
13790,"45.67184042105263,21.712548292075365","111.21983555263157,92.75043978437488","62.563475494736856,32.279960450529806"
13800,"45.67184042105263,21.712548292075365","111.21983555263157,92.75043978437488","62.563475494736856,32.279960450529806"
13810,"49.134657942105264,21.70999348659778","101.08548855263156,93.19550039386417","63.93504069999999,32.27660811318356"
13820,"49.29824994736842,28.91668745543875","110.61267116842106,93.81680040402861","63.28307441052632,28.688870449531542"
13830,"49.29824994736842,28.91668745543875","110.61267116842106,93.81680040402861","63.28307441052632,28.688870449531542"
13840,"54.6505437,32.44275833290697","113.0159533736842,88.53495351266619","63.57623509473683,28.690816967990653"
13850,"55.53784097894737,32.56788973135139","111.50811743157894,89.66629877373101","58.386470668421055,28.689154316806828"
13860,"55.53784097894737,32.56788973135139","111.50811743157894,89.66629877373101","58.386470668421055,28.689154316806828"
13870,"58.099611657894734,32.56643660125171","106.43231858421053,89.88149154406321","63.985901331578944,28.692581000344223"
13880,"55.93967445789474,32.37304188184538","112.17955644210527,95.45740103976811","64.19198133157894,28.693689434466773"
13890,"55.93967445789474,32.37304188184538","112.17955644210527,95.45740103976811","64.19198133157894,28.693689434466773"
13900,"45.92445685263158,32.376184698107494","111.03724187368422,95.37767204214391","63.65606115263158,28.692655346535368"
13910,"48.15336749999999,32.37498164155985","105.27971435789473,85.42383892178846","63.41625437894738,28.692141681941994"
13920,"48.15336749999999,32.37498164155985","105.27971435789473,85.42383892178846","63.41625437894738,28.692141681941994"
13930,"44.808962331578954,32.374549081902266","112.15293001052629,85.42025676381752","64.0188493368421,28.697555436406397"
13940,"49.46372202105263,36.06522918531376","111.97432955789473,85.44788857423946","63.82454355789475,28.698900426591685"
13950,"49.46372202105263,36.06522918531376","111.97432955789473,85.44788857423946","63.82454355789475,28.698900426591685"
13960,"61.652968926315786,36.6338761664157","111.07763133157896,85.34880068034673","63.86982612105263,28.706267458259852"
