,k8s-master,k8s-node01,k8s-node02
5300,"109.5549491,54.73722102183162","109.95722442105264,65.43996348277491","44.56538668421054,17.781054116795296"
5310,"103.78004546315789,55.65390279992487","110.55578228947368,65.44134230180047","49.195921994736835,19.0138018296868"
5320,"103.78004546315789,55.65390279992487","110.55578228947368,65.44134230180047","49.195921994736835,19.0138018296868"
5330,"106.97924677894736,56.006932309212296","105.59685200526316,59.217942163184134","54.07856441052632,19.783562016585012"
5340,"107.56606157368421,56.51232419913776","110.3413606631579,59.218025308049995","54.35139781052632,21.7095879619188"
5350,"109.01310557368421,56.512864898709736","102.80148007894736,53.485886609387705","49.35353696842105,22.800070858678907"
5360,"109.01310557368421,56.512864898709736","102.80148007894736,53.485886609387705","49.35353696842105,22.800070858678907"
5370,"107.67850278421051,56.51229716415916","94.9016454263158,53.456141533625065","59.17645412105263,25.41892220056345"
5380,"109.30009954736842,56.51675793562796","94.26262567368421,48.91244783265932","64.11961632105263,27.48653708756366"
5390,"109.30009954736842,56.51675793562796","94.26262567368421,48.91244783265932","64.11961632105263,27.48653708756366"
5400,"104.63051772105263,56.515973921248595","94.20618647894739,48.90770164656628","67.19001876842106,36.17822187836733"
5410,"110.07885682631577,56.51478438219025","93.47271465789473,42.08439744326766","58.63258317368421,38.63836437838778"
5420,"110.07885682631577,56.51478438219025","93.47271465789473,42.08439744326766","58.63258317368421,38.63836437838778"
5430,"108.34985851578949,56.541812602044374","84.10883736842105,41.951143938243874","55.45284637368422,38.69906466408668"
5440,"110.12561835263158,56.54308324603851","82.09521931578946,41.94855951866329","62.14678151578948,38.814700026298276"
5450,"110.12561835263158,56.54308324603851","82.09521931578946,41.94855951866329","62.14678151578948,38.814700026298276"
5460,"104.52307705789474,59.02302210913791","84.02877451578946,41.98068115184186","63.457312568421045,38.81175321363101"
5470,"108.64413994210527,60.60003323950619","82.29740396842105,35.433889057449704","63.019736868421056,35.054911758843666"
5480,"108.64413994210527,60.60003323950619","82.29740396842105,35.433889057449704","63.019736868421056,35.054911758843666"
5490,"108.8676853368421,61.99684947876899","81.0746637368421,28.474393563866794","63.62516900526315,35.05574984318023"
5500,"111.61030928947368,62.583576101808866","84.2757304,30.00385722890218","59.71047489473685,34.87564957449985"
5510,"111.61030928947368,62.583576101808866","84.2757304,30.00385722890218","59.71047489473685,34.87564957449985"
5520,"104.65490937894737,62.615747726341404","88.95017054736842,30.806697124940612","51.58537471578948,34.8744735529308"
5530,"108.33819793157895,62.61563282768236","76.74068103157894,33.65196293595884","50.25500391578948,34.903455049988686"
5540,"109.13739946842107,57.77910219134046","74.91057725789473,27.752148757805312","53.14740750000001,34.90367808856213"
5550,"109.13739946842107,57.77910219134046","74.91057725789473,27.752148757805312","53.14740750000001,34.90367808856213"
5560,"111.44298266842107,57.78146775196786","74.54732109473683,29.81212516822112","52.95246992105264,34.90092052074505"
5570,"103.97084557894738,57.7949108950761","75.15314229473685,30.71078952216715","52.74766983157894,34.89987291532435"
5580,"103.97084557894738,57.7949108950761","75.15314229473685,30.71078952216715","52.74766983157894,34.89987291532435"
5590,"110.7083045368421,58.36615323412352","71.06100998421053,27.00651252948092","54.81127128421053,35.213938261706296"
5600,"110.47489882105263,58.831911845423186","71.00769946842105,27.18866907311004","63.47460859473683,36.47777619998639"
5610,"110.47489882105263,58.831911845423186","71.00769946842105,27.18866907311004","63.47460859473683,36.47777619998639"
5620,"110.78957845789473,55.61164036963034","64.37540316842104,27.212691010605752","62.855343542105274,39.01854376493302"
5630,"102.46851836842104,56.02144333397519","63.9213473368421,27.21474884603587","64.30378222105264,39.01785437297875"
5640,"102.46851836842104,56.02144333397519","63.9213473368421,27.21474884603587","64.30378222105264,39.01785437297875"
5650,"110.0096599368421,56.99543250795318","63.91915445789473,27.212427718530517","63.39902108947368,39.013285461595565"
5660,"102.43930355789473,57.579942262747956","69.80623864210527,30.363458773761504","63.64033689473685,39.01327870285091"
5670,"102.43930355789473,57.579942262747956","69.80623864210527,30.363458773761504","63.64033689473685,39.01327870285091"
5680,"110.8324905894737,57.736400442643706","73.68302936315789,31.719135811664685","63.159979747368425,39.01292048938448"
5690,"111.51322030526313,58.29905917598602","73.34241505789474,31.721838019805247","64.74007795789475,39.042577860907336"
5700,"111.51322030526313,58.29905917598602","73.34241505789474,31.721838019805247","64.74007795789475,39.042577860907336"
5710,"109.93938408947369,59.695213058273154","73.66396314736842,31.71815885949079","63.518654815789475,39.04098279717"
5720,"99.84233900526316,60.38603110766295","74.06296447894736,31.721193647094804","62.903737415789465,39.03967160070796"
5730,"99.84233900526316,60.38603110766295","74.06296447894736,31.721193647094804","62.903737415789465,39.03967160070796"
5740,"111.42729822105262,57.67648417132418","78.46567830526315,31.910230428374128","65.57095237894737,42.673510661615545"
5750,"101.06900252631578,57.99461828198523","84.6728880368421,32.70157554670694","61.67728997894737,42.72224796928448"
5760,"101.06900252631578,57.99461828198523","84.6728880368421,32.70157554670694","61.67728997894737,42.72224796928448"
5770,"108.44431164210526,57.991624158105424","80.08120243157894,34.82549728771055","73.2228964736842,42.772945312901825"
5780,"110.01885668421053,57.99039406657918","84.78581668947369,35.75710779475496","73.91501801052632,42.77310752277342"
5790,"103.77572749473684,57.787949388086915","90.84387187368421,37.689706270668","74.11162657368422,42.77276282679629"
5800,"103.77572749473684,57.787949388086915","90.84387187368421,37.689706270668","74.11162657368422,42.77276282679629"
5810,"101.88912132105263,57.815829209766896","95.03961702105263,38.186787851232495","73.31479924736843,42.77376987974909"
5820,"102.72546497894737,59.02645555141996","87.39490212105264,39.24278307760859","74.05031364736843,42.7734454600059"
5830,"102.72546497894737,59.02645555141996","87.39490212105264,39.24278307760859","74.05031364736843,42.7734454600059"
5840,"99.5224621473684,63.25764598195672","85.18296812105264,40.10131617629788","73.59994298947369,42.772580340690745"
5850,"103.00471156842104,63.25362452889015","85.02355943157895,42.402267194202366","74.41742769473683,42.76175283176194"
5860,"103.00471156842104,63.25362452889015","85.02355943157895,42.402267194202366","74.41742769473683,42.76175283176194"
5870,"107.64212180000001,63.423052739768664","83.37237991578948,42.223048435833746","63.71823884736842,42.637729867440065"
5880,"108.15045561578948,63.42245797023949","74.92271462105263,36.43801574500468","61.35429729473684,43.5502077063612"
5890,"108.15045561578948,63.42245797023949","74.92271462105263,36.43801574500468","61.35429729473684,43.5502077063612"
5900,"103.92109350000001,63.430183215374086","74.83842928421052,36.44005972295715","63.789590052631574,44.16699046685826"
5910,"109.84777413157896,63.43194048898301","70.89445244736842,36.20209911685602","63.584390842105265,45.556541055622645"
5920,"109.84777413157896,63.43194048898301","70.89445244736842,36.20209911685602","63.584390842105265,45.556541055622645"
5930,"108.80255544736842,63.42908829874084","62.7039332631579,42.53993430585573","63.91237326842106,46.14388272442564"
5940,"108.55226469473685,58.615828020227845","65.02203400526317,42.54772913703043","60.302467310526325,43.476341386084705"
5950,"108.55226469473685,58.615828020227845","65.02203400526317,42.54772913703043","60.302467310526325,43.476341386084705"
5960,"106.99068751578946,58.426224956569996","75.65714349473684,42.88678697128267","63.439348089473675,43.4764360085098"
5970,"89.82282305263158,58.3205046727595","85.14203752105264,44.446466866320584","63.90245441578947,43.47546274928025"
5980,"89.82282305263158,58.3205046727595","85.14203752105264,44.446466866320584","63.90245441578947,43.47546274928025"
5990,"93.01726473684212,52.25228744643611","78.12762021578948,46.60194208391936","63.307576094736845,43.474590871220435"
6000,"105.52064454736843,52.40479176071178","75.19623748421053,46.597549263506245","63.240961042105255,43.47562495915184"
6010,"105.52064454736843,52.40479176071178","75.19623748421053,46.597549263506245","63.240961042105255,43.47562495915184"
6020,"101.50444513157895,48.19994691681952","74.68491976842105,46.51839535120426","64.09603161578947,43.47694967310318"
6030,"93.40767504210527,48.656459565438404","64.07143641578948,46.52464507362166","63.135582573684204,38.631686738673885"
6040,"93.40767504210527,48.656459565438404","64.07143641578948,46.52464507362166","63.135582573684204,38.631686738673885"
6050,"102.34086304736842,49.612233922585474","69.14428685263157,52.951909494596315","63.82422978421053,38.62997001753286"
6060,"98.92503467894737,49.98130869167127","81.64843084736842,48.87689647376388","62.459905736842096,38.46242073766697"
6070,"93.06869874736842,50.56617665993248","85.2293104368421,50.41765398307905","51.005653036842105,38.4638806265113"
6080,"93.06869874736842,50.56617665993248","85.2293104368421,50.41765398307905","51.005653036842105,38.4638806265113"
6090,"86.31465264736842,51.03584858438431","84.49934388421053,51.473912501530386","58.05507366842105,40.3290575937639"
6100,"91.61356516842105,51.476599840480105","81.09505443157896,53.54876491419692","64.83014949473683,38.27392610813167"
6110,"91.61356516842105,51.476599840480105","81.09505443157896,53.54876491419692","64.83014949473683,38.27392610813167"
6120,"93.53758396842105,51.47739061360412","85.0136256,54.74073663995384","55.18648201052632,39.57503852315482"
6130,"92.09834413684212,46.56602715650083","81.95217851052632,49.55153391537973","52.539862542105254,39.57543728908915"
6140,"92.09834413684212,46.56602715650083","81.95217851052632,49.55153391537973","52.539862542105254,39.57543728908915"
6150,"93.37275602105264,35.92653298635741","76.54769528421052,49.43644063480828","44.62216060526316,39.378304983891546"
6160,"93.58363853157894,31.500900230993615","66.84059448421053,49.33473367764084","42.26529067368421,39.37155975673115"
6170,"93.58363853157894,31.500900230993615","66.84059448421053,49.33473367764084","42.26529067368421,39.37155975673115"
6180,"93.13941925789474,31.492742426201435","64.26174370526316,49.33830197813415","42.7065981631579,39.37176251907064"
6190,"84.32210362105263,31.49157316337704","63.71640004736842,50.14592963269855","42.8965085,39.372316736131914"
6200,"84.32210362105263,31.49157316337704","63.71640004736842,50.14592963269855","42.8965085,39.372316736131914"
6210,"91.49877690000001,31.491228467399903","65.71359841052632,52.895862926265536","43.2472686,33.432907665342384"
6220,"92.07142496842106,31.494506458555005","67.71750836315789,55.978119319949826","42.625718742105256,33.4334956761269"
6230,"92.07142496842106,31.494506458555005","67.71750836315789,55.978119319949826","42.625718742105256,33.4334956761269"
6240,"94.98833005789474,26.57586383346399","73.87815563684211,56.61009651663892","44.14363204210526,38.08388372607159"
6250,"92.0449889263158,26.589063661764843","71.94679141578948,57.38036441147535","44.06009699473684,38.17013882529098"
6260,"92.0449889263158,26.589063661764843","71.94679141578948,57.38036441147535","44.06009699473684,38.17013882529098"
6270,"92.83302374736842,26.795475723366472","73.17468252631578,57.37972003876491","53.76064448421052,38.26183471395337"
6280,"102.23244954210526,27.013370892127934","68.42275955789474,57.370511744870534","54.09397360526316,38.28713269517717"
6290,"102.23244954210526,27.013370892127934","68.42275955789474,57.370511744870534","54.09397360526316,38.28713269517717"
6300,"103.42220490526316,27.753967095862723","73.8943281368421,57.367428456094764","55.77342624210526,39.412936791476575"
6310,"102.98817094736842,28.26543509722826","73.32102208421053,57.37038702757174","53.42585434210526,39.411639112503835"
6320,"102.98817094736842,28.26543509722826","73.32102208421053,57.37038702757174","53.42585434210526,39.411639112503835"
6330,"103.36826490526315,29.218174778027617","73.36732509473684,57.36911906836732","61.49606142631579,39.517737886014714"
6340,"95.27935811578948,29.81065985150903","72.25156748947369,57.36943779035313","64.54327101578949,39.5147978320921"
6350,"95.27935811578948,29.81065985150903","72.25156748947369,57.36943779035313","64.54327101578949,39.5147978320921"
6360,"105.07262500000002,31.045536568965183","72.76580072631579,57.36792039655112","64.55684509473684,39.540906862673864"
6370,"107.13539291052632,31.613683402963048","72.71194184210526,57.37165498677616","63.676244668421056,39.540001190890806"
6380,"107.47501687894736,33.72810259666238","72.85989935263159,57.372313216964244","64.4655696,39.538689994428765"
6390,"107.47501687894736,33.72810259666238","72.85989935263159,57.372313216964244","64.4655696,39.538689994428765"
6400,"110.45502320526317,35.19172902678741","73.27061104210526,57.375853802502256","58.79476004736841,39.537709976454565"
6410,"102.22708719473687,37.70717157553164","72.94450811052631,57.37950524786143","66.99893800526316,44.71840264910348"
6420,"102.22708719473687,37.70717157553164","72.94450811052631,57.37950524786143","66.99893800526316,44.71840264910348"
6430,"106.5601593894737,37.96779552796846","73.2574394263158,57.37209149732194","69.37051316315788,44.843899019758986"
6440,"110.31095812105265,42.892466953287006","72.73604730526316,57.371059115237465","72.7814236736842,44.86552024389336"
6450,"110.31095812105265,42.892466953287006","72.73604730526316,57.371059115237465","72.7814236736842,44.86552024389336"
6460,"111.91406674210526,44.60539643856061","72.0010668368421,57.37035931261645","73.40053741052631,44.865770317445396"
6470,"101.33698318947368,45.08861964603508","66.83290391578949,57.37010987801886","74.52489279473683,44.894569328397736"
6480,"101.33698318947368,45.08861964603508","66.83290391578949,57.37010987801886","74.52489279473683,44.894569328397736"
6490,"109.44528277368423,46.093300279467336","73.28815228947369,57.37092054046103","72.90360353157895,41.25832415439487"
6500,"108.2556626736842,46.6801485599109","72.32206003157894,57.37543807817294","83.15715454736842,41.360624513412624"
6510,"108.98387668947368,48.3062484526699","72.91174663157895,57.37010987801886","84.03479497894736,41.358623924996316"
6520,"108.98387668947368,48.3062484526699","72.91174663157895,57.37010987801886","84.03479497894736,41.358623924996316"
6530,"100.61585336842104,51.38833063535512","74.0437491368421,51.060571658368","85.38221191578948,41.8712003604844"
6540,"109.96892093684211,52.624423926848216","72.73211362631578,51.05766158806278","79.39106188947368,44.026340990698145"
6550,"109.96892093684211,52.624423926848216","72.73211362631578,51.05766158806278","79.39106188947368,44.026340990698145"
6560,"101.32655345263159,52.544663981237186","74.10523431578947,51.08395615189209","85.0932221736842,40.188759572325566"
6570,"89.84309956315789,52.24729949288463","72.9475014368421,44.16559658069511","78.34684080526316,41.78530347473145"
6580,"89.84309956315789,52.24729949288463","72.9475014368421,44.16559658069511","78.34684080526316,41.78530347473145"
6590,"82.68058257894738,52.24611671257093","73.02918387894736,44.16502149537288","73.24134372631579,42.42424815893485"
6600,"88.17432804736843,48.42296521402545","75.09033403157895,46.387774766932814","72.42339669473684,42.92585515185649"
6610,"88.17432804736843,48.42296521402545","75.09033403157895,46.387774766932814","72.42339669473684,42.92585515185649"
6620,"92.02201474210526,48.42167429379736","80.6252248,50.463217369572206","74.18512566315789,36.04943399906743"
6630,"89.07916805263157,49.34639221927909","76.35748297368421,51.31725371676605","73.12816721578947,36.04600055678539"
6640,"89.07916805263157,49.34639221927909","76.35748297368421,51.31725371676605","73.12816721578947,36.04600055678539"
6650,"95.07951933157894,52.69624910624051","76.07908460526315,45.299685622333435","72.68234054736843,36.047548309310166"
6660,"94.52169833684212,54.77427246000124","82.97619103157895,45.2993599716088","72.39988728421052,36.05031939461654"
6670,"94.52169833684212,54.77427246000124","82.97619103157895,45.2993599716088","72.39988728421052,36.05031939461654"
6680,"94.41463493157895,54.77577966005813","84.77319073684211,45.30018449152861","73.88899041578946,36.082342326766785"
6690,"84.45515824210526,54.58191182852632","84.07760305263159,46.017717755191164","75.32943537368422,36.14160975859995"
6700,"84.45515824210526,54.58191182852632","84.07760305263159,46.017717755191164","75.32943537368422,36.14160975859995"
6710,"82.29305371578948,54.58754862156417","83.76110385263159,47.00369114703262","82.7028428736842,36.238773471683935"
6720,"79.42437960526316,48.526624080717795","78.03867347368421,48.8269056231635","78.92758955263157,39.52045490136389"
6730,"79.42437960526316,48.526624080717795","78.03867347368421,48.8269056231635","78.92758955263157,39.52045490136389"
6740,"83.38590441578948,48.50750359210381","77.7585326368421,48.916736721990105","83.76098227894737,37.69549246477697"
6750,"83.00001007368422,48.51209277972095","82.90373863157895,42.199760944653164","72.74525674736842,38.404437467317244"
6760,"83.00001007368422,48.51209277972095","82.90373863157895,42.199760944653164","72.74525674736842,38.404437467317244"
6770,"84.30448087368421,48.50963259666847","89.0286053368421,48.0753037507134","72.15713707894737,38.40368048791648"
6780,"83.12566397894737,48.51089648191796","86.17144317894737,50.88030666043727","72.58098708947368,38.40745186743101"
6790,"82.6992869473684,48.51343776990625","88.15895458421052,54.400535563795984","73.19744032631579,38.40838457419267"
6800,"82.6992869473684,48.51343776990625","88.15895458421052,54.400535563795984","73.19744032631579,38.40838457419267"
6810,"82.17417681578948,48.513850053329875","91.4707893,54.40073649722182","69.33930681052631,38.30383355320656"
6820,"81.74291217894736,48.51195760482796","92.90321351578947,49.35076677927484","61.48964049473684,38.303880864419106"
6830,"81.74291217894736,48.51195760482796","92.90321351578947,49.35076677927484","61.48964049473684,38.303880864419106"
6840,"79.60044873684211,48.51747274046211","92.59639741578947,49.350926140267745","62.39354995789474,38.42215889578874"
6850,"83.01737355263157,48.520412794384725","96.59531055263156,49.46135637961202","66.53632944736843,42.71075810338"
6860,"83.01737355263157,48.520412794384725","96.59531055263156,49.46135637961202","66.53632944736843,42.71075810338"
6870,"83.07723232631581,48.51741191176026","100.3859586368421,49.25419401757447","61.264116863157895,42.74951274520134"
6880,"83.31407389473685,48.51843924094702","92.83884761578946,49.253071561885314","65.13953268947368,42.82959035181091"
6890,"83.31407389473685,48.51843924094702","92.83884761578946,49.253071561885314","65.13953268947368,42.82959035181091"
6900,"82.44232692105263,48.518108062459184","92.11905221052632,49.253778293245155","76.29240762105265,46.983677023383976"
6910,"83.68272813157895,48.515850641746184","85.11520304736842,49.142308743077585","83.14181798421052,47.04893946172141"
6920,"83.68272813157895,48.515850641746184","85.11520304736842,49.142308743077585","83.14181798421052,47.04893946172141"
6930,"83.3389122631579,48.51831758354332","83.99934465789472,49.12720409244573","77.65319298947368,47.05881398765461"
6940,"83.69015822631577,48.51642513504141","75.24525544736844,48.89520220173148","94.18555074210526,47.15468002176586"
6950,"83.69015822631577,48.51642513504141","75.24525544736844,48.89520220173148","94.18555074210526,47.15468002176586"
6960,"84.6492461105263,44.33883154957671","74.68184078421052,48.917103945147666","93.08563767368422,47.155423483677325"
6970,"82.07679766842105,44.34192705462627","71.51317820526315,52.646352112548215","92.20124933684211,42.281442643231486"
6980,"82.07679766842105,44.34192705462627","71.51317820526315,52.646352112548215","92.20124933684211,42.281442643231486"
6990,"74.81540600526316,44.1529322779869","73.87910280000001,52.6599185831616","94.7106641263158,43.544570913323355"
7000,"69.86739501052632,44.15230371473447","86.36558192105264,59.53437073644387","90.48425352105264,44.12879680084284"
7010,"69.86739501052632,44.15230371473447","86.36558192105264,59.53437073644387","90.48425352105264,44.12879680084284"
7020,"71.82561292631578,44.15319586902824","84.52324342631579,59.57324096123502","86.37886708947367,45.43680313540868"
7030,"71.92769955263157,43.9711017706762","84.80380371052632,59.5712454844543","82.57902961578948,46.23319277622668"
7040,"71.92769955263157,43.9711017706762","84.80380371052632,59.5712454844543","82.57902961578948,46.23319277622668"
7050,"65.58647389473684,44.0042196194597","86.24417749473683,59.581312941962594","82.5414778368421,47.28755018283418"
7060,"69.80193235263157,43.876486104325146","95.23752357368421,59.64886121673781","82.5039187105263,47.28734742049469"
7070,"69.80193235263157,43.876486104325146","95.23752357368421,59.64886121673781","82.5039187105263,47.28734742049469"
7080,"73.26084598947368,37.20532802654727","78.81448304210527,60.84100616096527","78.55852182105264,47.29278820993769"
7090,"70.40798358421053,37.207105576390134","88.1623855,63.265919245133304","81.9083898631579,47.29070651658559"
7100,"70.40798358421053,37.207105576390134","88.1623855,63.265919245133304","81.9083898631579,47.29070651658559"
7110,"71.97237519473684,37.20901154238135","85.15581304736843,63.32254782752512","81.09578380526315,47.290794380266036"
7120,"70.95139472105264,37.24415025581511","84.77567824736843,54.94649939674935","81.6922207,47.294241340037374"
7130,"70.95139472105264,37.24415025581511","84.77567824736843,54.94649939674935","81.6922207,47.294241340037374"
7140,"74.96312439999998,37.39870922846429","84.05394881052632,54.948467158574786","82.86117453157894,47.2958904737319"
7150,"78.22654208947368,38.80711671480132","84.63834575789473,54.950268630668496","82.62016525789474,47.32102624508411"
7160,"78.22654208947368,38.80711671480132","84.63834575789473,54.950268630668496","82.62016525789474,47.32102624508411"
7170,"81.69639565263158,39.58658245901649","83.69084830526315,54.95279069159969","72.70929600526317,47.14153426342221"
7180,"81.03778043157894,41.49630631225522","84.3715321368421,54.96667588419888","72.61189292631579,47.13906732162507"
7190,"81.03778043157894,41.49630631225522","84.3715321368421,54.96667588419888","72.61189292631579,47.13906732162507"
7200,"81.3616535736842,42.035687929023986","83.94442962105263,54.83251471438942","73.65415673157894,50.166288773988725"
7210,"80.57791248947368,42.02888187316175","78.27848703157895,61.44632849940631","82.3476516263158,51.3027243756221"
7220,"83.83805594210527,42.03011196468799","71.51503615263158,61.594173928389125","82.58401492631579,52.120093159832756"
7230,"83.83805594210527,42.03011196468799","71.51503615263158,61.594173928389125","82.58401492631579,52.120093159832756"
7240,"82.6098318736842,36.558894653272006","86.97869428421053,66.19497429472541","76.44881287894736,52.13612490214182"
7250,"81.98322932105263,32.19813232905597","84.78961408421053,66.19441306688083","82.42238962105263,52.08911107435856"
7260,"81.98322932105263,32.19813232905597","84.78961408421053,66.19441306688083","82.42238962105263,52.08911107435856"
7270,"77.47070072105264,32.18208031051295","94.31232256315789,59.89633498124148","71.14968250526316,52.0233011777045"
7280,"79.5719735631579,32.182208726661294","95.82777274210525,59.89324476372689","71.51689394210526,52.038515111910954"
7290,"79.5719735631579,32.182208726661294","95.82777274210525,59.89324476372689","71.51689394210526,52.038515111910954"
7300,"76.22040254736841,32.01711962984789","94.48199733157895,60.525970264208745","71.91164337894737,52.0231660028115"
7310,"67.71611588947368,31.81916275780302","87.53690872631579,65.12626483261103","73.04966737368423,52.011669378162374"
7320,"67.71611588947368,31.81916275780302","87.53690872631579,65.12626483261103","73.04966737368423,52.011669378162374"
7330,"61.2177819631579,31.810288526077976","91.84881496315789,65.27686789964498","73.80518618421053,52.012101937819956"
7340,"61.62471014736842,31.808308213895614","94.38913761578948,65.5098675287496","72.81651924210526,52.03354743459343"
7350,"61.62471014736842,31.808308213895614","94.38913761578948,65.5098675287496","72.81651924210526,52.03354743459343"
7360,"61.53662352105263,31.811376683966575","104.1592749105263,66.46924842099239","79.30147034210526,52.614454778489915"
7370,"61.25229542631579,31.809639686591602","103.84691631578949,68.10765264652534","82.15429504736842,53.954639496332945"
7380,"61.25229542631579,31.809639686591602","103.84691631578949,68.10765264652534","82.15429504736842,53.954639496332945"
7390,"60.67481961578948,31.836208311809546","96.09965563684209,68.89344091632294","81.60048481052632,56.51076968786833"
7400,"60.38345785789475,31.837141018571206","93.20706259473684,70.4996265063338","72.89903539473684,56.38100854933887"
7410,"60.38345785789475,31.837141018571206","93.20706259473684,70.4996265063338","72.89903539473684,56.38100854933887"
7420,"61.765476236842105,31.833991443564447","83.85323591578947,70.88787145748307","71.74020385263158,56.37746696714243"
7430,"64.1511421368421,32.26734863301348","82.96551515789474,70.89044894832485","75.45933411052631,56.47417108559024"
7440,"64.1511421368421,32.26734863301348","82.96551515789474,70.89044894832485","75.45933411052631,56.47417108559024"
7450,"71.02568057368421,34.04990670566823","83.29777928947368,65.57113143741329","80.39193567894736,56.56622518771906"
7460,"69.0880935631579,34.06142360655131","80.83088331052632,54.58969013363528","82.44837104210526,57.92497617711479"
7470,"69.0880935631579,34.06142360655131","80.83088331052632,54.58969013363528","82.44837104210526,57.92497617711479"
7480,"76.9677469631579,34.06572892689316","82.31257422105263,54.5878678753251","81.45998608421054,60.572160176570854"
7490,"61.61658076842106,33.935825854726055","83.77820717368421,54.59034143508454","79.7401306,61.651132931192535"
7500,"61.61658076842106,33.935825854726055","83.77820717368421,54.59034143508454","79.7401306,61.651132931192535"
7510,"59.005300126315795,35.217101354202356","85.1615218526316,54.61998257976485","80.78183895263157,61.65270771869591"
7520,"57.46622943157895,36.60597606850177","83.4303114736842,48.166250376490346","81.96736885789474,61.651018032533486"
7530,"57.46622943157895,36.60597606850177","83.4303114736842,48.166250376490346","81.96736885789474,61.651018032533486"
7540,"60.40136844736843,34.30777984903263","74.44285282631579,44.27597139012881","81.68919748947368,61.65337683441623"
7550,"60.9571957631579,34.30394764081625","85.28503319473684,44.825406521231976","72.42710606842105,61.650389469281066"
7560,"60.9571957631579,34.30394764081625","85.28503319473684,44.825406521231976","72.42710606842105,61.650389469281066"
7570,"58.55000763684211,34.30629968395434","94.43924466842105,46.5168294562305","75.22791714736843,56.48501211200835"
7580,"62.1557812368421,34.30680658980307","94.9510550368421,49.69046205749869","73.4584555368421,56.483998300310894"
7590,"62.1557812368421,34.30680658980307","94.9510550368421,49.69046205749869","73.4584555368421,56.483998300310894"
7600,"59.48567041052632,34.30830027237065","95.18045065263158,46.18055697498469","76.34805296842104,56.15254270394529"
7610,"59.71773892631579,34.30559001576612","90.17194732631579,48.638804221625136","70.85174024736843,56.153536239408794"
7620,"59.71773892631579,34.30559001576612","90.17194732631579,48.638804221625136","70.85174024736843,56.153536239408794"
7630,"55.77440724736843,34.305813054339566","95.17279388421052,50.399549188537286","69.27930872105263,57.33925660702773"
7640,"59.96606571578946,34.305569739532174","94.5951668263158,50.40645714114277","77.71013975263158,60.432483959640294"
7650,"59.96606571578946,34.305569739532174","94.5951668263158,50.40645714114277","77.71013975263158,60.432483959640294"
7660,"61.023063500000006,34.30718507950345","95.53168016315789,50.40110815477223","80.96458446842107,62.26035941517123"
7670,"60.871325468421055,34.33334142129777","92.72056810526315,44.55154119055549","83.42156413684211,62.26092714972181"
7680,"60.871325468421055,34.33334142129777","92.72056810526315,44.55154119055549","83.42156413684211,62.26092714972181"
7690,"61.290064831578945,37.741141026141","84.4058559263158,44.550855245412116","82.33160361052632,62.258047924501035"
7700,"52.14809048421053,37.69228206106837","84.30889948947369,44.57821683502001","81.94941352105263,62.25625009842422"
7710,"48.15522498421053,37.69680366123901","88.52071854210524,44.71581465928516","78.03367423684212,62.27431622287285"
7720,"48.15522498421053,37.69680366123901","88.52071854210524,44.71581465928516","78.03367423684212,62.27431622287285"
7730,"46.93228667368421,37.69893266580367","95.2734690842105,44.82828887658191","80.29306013157895,62.258818421391105"
7740,"48.98345544736843,37.710645570281585","81.06711313157894,45.2888490748159","81.5393903,62.25602705985078"
7750,"48.98345544736843,37.710645570281585","81.06711313157894,45.2888490748159","81.5393903,62.25602705985078"
7760,"52.15847688421052,37.89987690298369","83.98192591578947,46.53329213967146","82.3977798368421,62.256283892147465"
7770,"56.92393113157895,37.896078488490566","83.86967318421053,47.243349294145126","81.64614040526315,62.256162234743776"
7780,"56.92393113157895,37.896078488490566","83.86967318421053,47.243349294145126","81.64614040526315,62.256162234743776"
7790,"58.225708657894735,38.81768739143344","84.6105539736842,49.073838946039054","82.04281568421054,62.257054389037535"
7800,"57.10522014736843,39.465357614979595","84.25451994736841,50.12447132856696","81.24438924210527,56.17731350308642"
7810,"57.10522014736843,39.465357614979595","84.25451994736841,50.12447132856696","81.24438924210527,56.17731350308642"
7820,"56.76039234736842,40.87398138114541","77.53592863157894,50.95152716678812","78.73803021578948,56.17586037298673"
7830,"56.144222510526326,41.462762662558795","74.17595058947369,50.95070957560713","81.72697345263158,56.17134553156073"
7840,"56.144222510526326,41.462762662558795","74.17595058947369,50.95070957560713","81.72697345263158,56.17134553156073"
7850,"65.24665224210527,39.97840716259316","73.38633499473684,50.952379401663215","82.34353434736843,56.17302845897851"
7860,"78.43684858421052,41.220042624699005","73.70543377894737,50.95059871578597","82.47252660526316,50.75696250390402"
7870,"78.43684858421052,41.220042624699005","73.70543377894737,50.95059871578597","82.47252660526316,50.75696250390402"
7880,"68.69171878947368,43.35944213862361","72.82364388421053,50.951478665616364","80.8312411368421,50.75789521066568"
7890,"74.25366882105263,48.674904179587415","73.10438964736842,50.951832031296284","80.35512324210526,50.65417551527148"
7900,"74.25366882105263,48.674904179587415","73.10438964736842,50.951832031296284","80.35512324210526,50.65417551527148"
7910,"74.25616908421053,53.65725473174644","73.81954051052632,46.540310952098096","72.01546865789473,50.68057517187319"
7920,"79.82567849473685,54.92089666643169","72.91828329473684,46.53230825875874","69.90808729473683,51.20962942681722"
7930,"79.82567849473685,54.92089666643169","72.91828329473684,46.53230825875874","69.90808729473683,51.20962942681722"
